"x"	"y"
0.06	9.85077e-07
0.062	1.03986e-06
0.064	1.09733e-06
0.066	1.1576e-06
0.068	1.22077e-06
0.07	1.28693e-06
0.072	1.35619e-06
0.074	1.42866e-06
0.076	1.50444e-06
0.078	1.58363e-06
0.08	1.66635e-06
0.082	1.7527e-06
0.084	1.84277e-06
0.086	1.93668e-06
0.088	2.03453e-06
0.09	2.13641e-06
0.092	2.24244e-06
0.094	2.3527e-06
0.096	2.46729e-06
0.098	2.58632e-06
0.1	2.70987e-06
0.102	2.83803e-06
0.104	2.97089e-06
0.106	3.10853e-06
0.108	3.25104e-06
0.11	3.39849e-06
0.112	3.55097e-06
0.114	3.70853e-06
0.116	3.87125e-06
0.118	4.0392e-06
0.12	4.21243e-06
0.122	4.39101e-06
0.124	4.57498e-06
0.126	4.7644e-06
0.128	4.95931e-06
0.13	5.15976e-06
0.132	5.36578e-06
0.134	5.57741e-06
0.136	5.79469e-06
0.138	6.01763e-06
0.14	6.24626e-06
0.142	6.48061e-06
0.144	6.72069e-06
0.146	6.96652e-06
0.148	7.21809e-06
0.15	7.47544e-06
0.152	7.73855e-06
0.154	8.00743e-06
0.156	8.28208e-06
0.158	8.56249e-06
0.16	8.84866e-06
0.162	9.14057e-06
0.164	9.43823e-06
0.166	9.74161e-06
0.168	1.00507e-05
0.17	1.03655e-05
0.172	1.06859e-05
0.174	1.1012e-05
0.176	1.13437e-05
0.178	1.1681e-05
0.18	1.20239e-05
0.182	1.23724e-05
0.184	1.27263e-05
0.186	1.30858e-05
0.188	1.34506e-05
0.19	1.3821e-05
0.192	1.41967e-05
0.194	1.45777e-05
0.196	1.49641e-05
0.198	1.53558e-05
0.2	1.57527e-05
0.202	1.61548e-05
0.204	1.65621e-05
0.206	1.69745e-05
0.208	1.7392e-05
0.21	1.78146e-05
0.212	1.82422e-05
0.214	1.86747e-05
0.216	1.91123e-05
0.218	1.95547e-05
0.22	2.00019e-05
0.222	2.0454e-05
0.224	2.09108e-05
0.226	2.13724e-05
0.228	2.18387e-05
0.23	2.23097e-05
0.232	2.27852e-05
0.234	2.32654e-05
0.236	2.37501e-05
0.238	2.42392e-05
0.24	2.47329e-05
0.242	2.52309e-05
0.244	2.57333e-05
0.246	2.62401e-05
0.248	2.67512e-05
0.25	2.72665e-05
0.252	2.77861e-05
0.254	2.83098e-05
0.256	2.88377e-05
0.258	2.93697e-05
0.26	2.99058e-05
0.262	3.04459e-05
0.264	3.09901e-05
0.266	3.15381e-05
0.268	3.20901e-05
0.27	3.2646e-05
0.272	3.32058e-05
0.274	3.37694e-05
0.276	3.43367e-05
0.278	3.49079e-05
0.28	3.54827e-05
0.282	3.60612e-05
0.284	3.66434e-05
0.286	3.72292e-05
0.288	3.78186e-05
0.29	3.84115e-05
0.292	3.90079e-05
0.294	3.96079e-05
0.296	4.02113e-05
0.298	4.08181e-05
0.3	4.14283e-05
0.302	4.20419e-05
0.304	4.26588e-05
0.306	4.3279e-05
0.308	4.39025e-05
0.31	4.45292e-05
0.312	4.51591e-05
0.314	4.57923e-05
0.316	4.64286e-05
0.318	4.7068e-05
0.32	4.77105e-05
0.322	4.83561e-05
0.324	4.90047e-05
0.326	4.96564e-05
0.328	5.0311e-05
0.33	5.09686e-05
0.332	5.16291e-05
0.334	5.22926e-05
0.336	5.29589e-05
0.338	5.36281e-05
0.34	5.43002e-05
0.342	5.4975e-05
0.344	5.56527e-05
0.346	5.63331e-05
0.348	5.70162e-05
0.35	5.77021e-05
0.352	5.83907e-05
0.354	5.90819e-05
0.356	5.97758e-05
0.358	6.04724e-05
0.36	6.11715e-05
0.362	6.18732e-05
0.364	6.25775e-05
0.366	6.32843e-05
0.368	6.39936e-05
0.37	6.47054e-05
0.372	6.54197e-05
0.374	6.61365e-05
0.376	6.68557e-05
0.378	6.75773e-05
0.38	6.83013e-05
0.382	6.90277e-05
0.384	6.97564e-05
0.386	7.04875e-05
0.388	7.12208e-05
0.39	7.19565e-05
0.392	7.26945e-05
0.394	7.34347e-05
0.396	7.41771e-05
0.398	7.49218e-05
0.4	7.56687e-05
0.402	7.64178e-05
0.404	7.7169e-05
0.406	7.79224e-05
0.408	7.86779e-05
0.41	7.94356e-05
0.412	8.01953e-05
0.414	8.09571e-05
0.416	8.1721e-05
0.418	8.24869e-05
0.42	8.32549e-05
0.422	8.40248e-05
0.424	8.47968e-05
0.426	8.55708e-05
0.428	8.63467e-05
0.43	8.71245e-05
0.432	8.79043e-05
0.434	8.86861e-05
0.436	8.94697e-05
0.438	9.02552e-05
0.44	9.10426e-05
0.442	9.18319e-05
0.444	9.2623e-05
0.446	9.3416e-05
0.448	9.42107e-05
0.45	9.50073e-05
0.452	9.58057e-05
0.454	9.66058e-05
0.456	9.74077e-05
0.458	9.82114e-05
0.46	9.90168e-05
0.462	9.98239e-05
0.464	0.000100633
0.466	0.000101443
0.468	0.000102255
0.47	0.000103069
0.472	0.000103885
0.474	0.000104702
0.476	0.000105521
0.478	0.000106341
0.48	0.000107163
0.482	0.000107987
0.484	0.000108812
0.486	0.000109639
0.488	0.000110467
0.49	0.000111297
0.492	0.000112129
0.494	0.000112962
0.496	0.000113796
0.498	0.000114632
0.5	0.00011547
0.502	0.000116309
0.504	0.000117149
0.506	0.000117991
0.508	0.000118834
0.51	0.000119679
0.512	0.000120525
0.514	0.000121373
0.516	0.000122222
0.518	0.000123072
0.52	0.000123924
0.522	0.000124777
0.524	0.000125632
0.526	0.000126488
0.528	0.000127345
0.53	0.000128203
0.532	0.000129063
0.534	0.000129924
0.536	0.000130787
0.538	0.000131651
0.54	0.000132516
0.542	0.000133382
0.544	0.00013425
0.546	0.000135119
0.548	0.000135989
0.55	0.00013686
0.552	0.000137733
0.554	0.000138607
0.556	0.000139482
0.558	0.000140358
0.56	0.000141235
0.562	0.000142114
0.564	0.000142994
0.566	0.000143875
0.568	0.000144757
0.57	0.00014564
0.572	0.000146525
0.574	0.00014741
0.576	0.000148297
0.578	0.000149185
0.58	0.000150074
0.582	0.000150964
0.584	0.000151855
0.586	0.000152747
0.588	0.00015364
0.59	0.000154535
0.592	0.00015543
0.594	0.000156327
0.596	0.000157224
0.598	0.000158123
0.6	0.000159022
0.602	0.000159923
0.604	0.000160825
0.606	0.000161727
0.608	0.000162631
0.61	0.000163536
0.612	0.000164442
0.614	0.000165348
0.616	0.000166256
0.618	0.000167164
0.62	0.000168074
0.622	0.000168985
0.624	0.000169896
0.626	0.000170809
0.628	0.000171722
0.63	0.000172636
0.632	0.000173551
0.634	0.000174468
0.636	0.000175385
0.638	0.000176303
0.64	0.000177221
0.642	0.000178141
0.644	0.000179062
0.646	0.000179983
0.648	0.000180906
0.65	0.000181829
0.652	0.000182753
0.654	0.000183678
0.656	0.000184604
0.658	0.00018553
0.66	0.000186458
0.662	0.000187386
0.664	0.000188315
0.666667	0.000189555
0.668667	0.000190486
0.670667	0.000191418
0.672667	0.000192351
0.674667	0.000193284
0.676667	0.000194218
0.678667	0.000195153
0.680667	0.000196089
0.682667	0.000197026
0.684667	0.000197963
0.686667	0.000198901
0.688667	0.00019984
0.690667	0.000200779
0.692667	0.00020172
0.694667	0.000202661
0.696667	0.000203602
0.698667	0.000204545
0.700667	0.000205488
0.702667	0.000206432
0.704667	0.000207377
0.706667	0.000208322
0.708667	0.000209268
0.710667	0.000210215
0.712667	0.000211162
0.714667	0.00021211
0.716667	0.000213059
0.718667	0.000214009
0.720667	0.000214959
0.722667	0.00021591
0.724667	0.000216861
0.726667	0.000217813
0.728667	0.000218766
0.730667	0.00021972
0.732667	0.000220674
0.734667	0.000221628
0.736667	0.000222584
0.738667	0.00022354
0.740667	0.000224496
0.742667	0.000225453
0.744667	0.000226411
0.746667	0.00022737
0.748667	0.000228329
0.750667	0.000229288
0.752667	0.000230249
0.754667	0.00023121
0.756667	0.000232171
0.758667	0.000233133
0.760667	0.000234096
0.762667	0.000235059
0.764667	0.000236022
0.766667	0.000236987
0.768667	0.000237952
0.770667	0.000238917
0.772667	0.000239883
0.774667	0.00024085
0.776667	0.000241817
0.778667	0.000242784
0.780667	0.000243752
0.782667	0.000244721
0.784667	0.00024569
0.786667	0.00024666
0.788667	0.00024763
0.790667	0.000248601
0.792667	0.000249572
0.794667	0.000250544
0.796667	0.000251516
0.798667	0.000252489
0.800667	0.000253462
0.802667	0.000254436
0.804667	0.00025541
0.806667	0.000256385
0.808667	0.00025736
0.810667	0.000258336
0.812667	0.000259312
0.814667	0.000260289
0.816667	0.000261266
0.818667	0.000262244
0.820667	0.000263222
0.822667	0.0002642
0.824667	0.000265179
0.826667	0.000266159
0.828667	0.000267139
0.830667	0.000268119
0.832667	0.0002691
0.834667	0.000270081
0.836667	0.000271063
0.838667	0.000272045
0.840667	0.000273027
0.842667	0.00027401
0.844667	0.000274994
0.846667	0.000275977
0.848667	0.000276962
0.850667	0.000277946
0.852667	0.000278931
0.854667	0.000279917
0.856667	0.000280902
0.858667	0.000281888
0.860667	0.000282875
0.862667	0.000283862
0.864667	0.000284849
0.866667	0.000285837
0.868667	0.000286825
0.870667	0.000287814
0.872667	0.000288803
0.874667	0.000289792
0.876667	0.000290782
0.878667	0.000291772
0.880667	0.000292762
0.882667	0.000293753
0.884667	0.000294744
0.886667	0.000295735
0.888667	0.000296727
0.890667	0.000297719
0.892667	0.000298711
0.894667	0.000299704
0.896667	0.000300697
0.898667	0.000301691
0.900667	0.000302685
0.902667	0.000303679
0.904667	0.000304673
0.906667	0.000305668
0.908667	0.000306663
0.910667	0.000307658
0.912667	0.000308654
0.914667	0.00030965
0.916667	0.000310647
0.918667	0.000311643
0.920667	0.00031264
0.922667	0.000313638
0.924667	0.000314635
0.926667	0.000315633
0.928667	0.000316631
0.930667	0.00031763
0.932667	0.000318628
0.934667	0.000319628
0.936667	0.000320627
0.938667	0.000321626
0.940667	0.000322626
0.942667	0.000323626
0.944667	0.000324627
0.946667	0.000325628
0.948667	0.000326629
0.950667	0.00032763
0.952667	0.000328631
0.954667	0.000329633
0.956667	0.000330635
0.958667	0.000331637
0.960667	0.00033264
0.962667	0.000333643
0.964667	0.000334646
0.966667	0.000335649
0.968667	0.000336653
0.970667	0.000337656
0.972667	0.00033866
0.974667	0.000339665
0.976667	0.000340669
0.978667	0.000341674
0.980667	0.000342679
0.982667	0.000343684
0.984667	0.000344689
0.986667	0.000345695
0.988667	0.000346701
0.990667	0.000347707
0.992667	0.000348713
0.994667	0.00034972
0.996667	0.000350726
0.998667	0.000351733
1.00067	0.00035274
1.00267	0.000353748
1.00467	0.000354755
1.00667	0.000355763
1.00867	0.000356771
1.01067	0.000357779
1.01267	0.000358787
1.01467	0.000359796
1.01667	0.000360804
1.01867	0.000361813
1.02067	0.000362822
1.02267	0.000363831
1.02467	0.000364841
1.02667	0.00036585
1.02867	0.00036686
1.03067	0.00036787
1.03267	0.00036888
1.03467	0.00036989
1.03667	0.000370901
1.03867	0.000371911
1.04067	0.000372922
1.04267	0.000373933
1.04467	0.000374944
1.04667	0.000375955
1.04867	0.000376967
1.05067	0.000377978
1.05267	0.00037899
1.05467	0.000380002
1.05667	0.000381014
1.05867	0.000382026
1.06067	0.000383039
1.06267	0.000384051
1.06467	0.000385064
1.06667	0.000386076
1.06867	0.000387089
1.07067	0.000388102
1.07267	0.000389115
1.07467	0.000390129
1.07667	0.000391142
1.07867	0.000392156
1.08067	0.000393169
1.08267	0.000394183
1.08467	0.000395197
1.08667	0.000396211
1.08867	0.000397225
1.09067	0.00039824
1.09267	0.000399254
1.09467	0.000400268
1.09667	0.000401283
1.09867	0.000402298
1.10067	0.000403313
1.10267	0.000404328
1.10467	0.000405343
1.10667	0.000406358
1.10867	0.000407373
1.11067	0.000408388
1.11267	0.000409404
1.11467	0.000410419
1.11667	0.000411435
1.11867	0.000412451
1.12067	0.000413467
1.12267	0.000414483
1.12467	0.000415499
1.12667	0.000416515
1.12867	0.000417531
1.13067	0.000418547
1.13267	0.000419563
1.13467	0.00042058
1.13667	0.000421596
1.13867	0.000422613
1.14067	0.00042363
1.14267	0.000424646
1.14467	0.000425663
1.14667	0.00042668
1.14867	0.000427697
1.15067	0.000428714
1.15267	0.000429731
1.15467	0.000430748
1.15667	0.000431766
1.15867	0.000432783
1.16067	0.0004338
1.16267	0.000434818
1.16467	0.000435835
1.16667	0.000436853
1.16867	0.00043787
1.17067	0.000438888
1.17267	0.000439905
1.17467	0.000440923
1.17667	0.000441941
1.17867	0.000442959
1.18067	0.000443977
1.18267	0.000444995
1.18467	0.000446012
1.18667	0.00044703
1.18867	0.000448049
1.19067	0.000449067
1.19267	0.000450085
1.19467	0.000451103
1.19667	0.000452121
1.19867	0.000453139
1.20067	0.000454158
1.20267	0.000455176
1.20467	0.000456194
1.20667	0.000457213
1.20867	0.000458231
1.21067	0.000459249
1.21267	0.000460268
1.21467	0.000461286
1.21667	0.000462305
1.21867	0.000463323
1.22067	0.000464342
1.22267	0.00046536
1.22467	0.000466379
1.22667	0.000467397
1.22867	0.000468416
1.23067	0.000469434
1.23267	0.000470453
1.23467	0.000471472
1.23667	0.00047249
1.23867	0.000473509
1.24067	0.000474527
1.24267	0.000475546
1.24467	0.000476565
1.24667	0.000477583
1.24867	0.000478602
1.25067	0.000479621
1.25267	0.000480639
1.25467	0.000481658
1.25667	0.000482677
1.25867	0.000483695
1.26067	0.000484714
1.26267	0.000485732
1.26467	0.000486751
1.26667	0.00048777
1.26867	0.000488788
1.27067	0.000489807
1.27267	0.000490825
1.27467	0.000491844
1.27667	0.000492862
1.27867	0.000493881
1.28067	0.000494899
1.28267	0.000495918
1.28467	0.000496936
1.28667	0.000497955
1.28867	0.000498973
1.29067	0.000499992
1.29267	0.00050101
1.29467	0.000502028
1.29667	0.000503047
1.29867	0.000504065
1.30067	0.000505083
1.30267	0.000506101
1.30467	0.000507119
1.30667	0.000508138
1.30867	0.000509156
1.31067	0.000510174
1.31267	0.000511192
1.31467	0.00051221
1.31667	0.000513228
1.31867	0.000514246
1.32067	0.000515264
1.32267	0.000516281
1.32467	0.000517299
1.32667	0.000518317
1.32867	0.000519335
1.33067	0.000520352
1.33333	0.000521709
1.33533	0.000522727
1.33733	0.000523744
1.33933	0.000524762
1.34133	0.000525779
1.34333	0.000526797
1.34533	0.000527814
1.34733	0.000528831
1.34933	0.000529848
1.35133	0.000530865
1.35333	0.000531882
1.35533	0.000532899
1.35733	0.000533916
1.35933	0.000534933
1.36133	0.00053595
1.36333	0.000536967
1.36533	0.000537984
1.36733	0.000539
1.36933	0.000540017
1.37133	0.000541033
1.37333	0.00054205
1.37533	0.000543066
1.37733	0.000544083
1.37933	0.000545099
1.38133	0.000546115
1.38333	0.000547131
1.38533	0.000548147
1.38733	0.000549163
1.38933	0.000550179
1.39133	0.000551195
1.39333	0.00055221
1.39533	0.000553226
1.39733	0.000554242
1.39933	0.000555257
1.40133	0.000556273
1.40333	0.000557288
1.40533	0.000558303
1.40733	0.000559318
1.40933	0.000560333
1.41133	0.000561348
1.41333	0.000562363
1.41533	0.000563378
1.41733	0.000564393
1.41933	0.000565408
1.42133	0.000566422
1.42333	0.000567437
1.42533	0.000568451
1.42733	0.000569465
1.42933	0.00057048
1.43133	0.000571494
1.43333	0.000572508
1.43533	0.000573522
1.43733	0.000574536
1.43933	0.000575549
1.44133	0.000576563
1.44333	0.000577576
1.44533	0.00057859
1.44733	0.000579603
1.44933	0.000580616
1.45133	0.00058163
1.45333	0.000582643
1.45533	0.000583656
1.45733	0.000584668
1.45933	0.000585681
1.46133	0.000586694
1.46333	0.000587706
1.46533	0.000588719
1.46733	0.000589731
1.46933	0.000590743
1.47133	0.000591755
1.47333	0.000592767
1.47533	0.000593779
1.47733	0.000594791
1.47933	0.000595802
1.48133	0.000596814
1.48333	0.000597825
1.48533	0.000598837
1.48733	0.000599848
1.48933	0.000600859
1.49133	0.00060187
1.49333	0.000602881
1.49533	0.000603891
1.49733	0.000604902
1.49933	0.000605912
1.50133	0.000606923
1.50333	0.000607933
1.50533	0.000608943
1.50733	0.000609953
1.50933	0.000610963
1.51133	0.000611973
1.51333	0.000612982
1.51533	0.000613992
1.51733	0.000615001
1.51933	0.00061601
1.52133	0.000617019
1.52333	0.000618028
1.52533	0.000619037
1.52733	0.000620046
1.52933	0.000621055
1.53133	0.000622063
1.53333	0.000623071
1.53533	0.000624079
1.53733	0.000625087
1.53933	0.000626095
1.54133	0.000627103
1.54333	0.000628111
1.54533	0.000629118
1.54733	0.000630126
1.54933	0.000631133
1.55133	0.00063214
1.55333	0.000633147
1.55533	0.000634154
1.55733	0.00063516
1.55933	0.000636167
1.56133	0.000637173
1.56333	0.000638179
1.56533	0.000639185
1.56733	0.000640191
1.56933	0.000641197
1.57133	0.000642203
1.57333	0.000643208
1.57533	0.000644214
1.57733	0.000645219
1.57933	0.000646224
1.58133	0.000647229
1.58333	0.000648234
1.58533	0.000649238
1.58733	0.000650243
1.58933	0.000651247
1.59133	0.000652251
1.59333	0.000653255
1.59533	0.000654259
1.59733	0.000655263
1.59933	0.000656266
1.60133	0.000657269
1.60333	0.000658273
1.60533	0.000659276
1.60733	0.000660279
1.60933	0.000661281
1.61133	0.000662284
1.61333	0.000663286
1.61533	0.000664289
1.61733	0.000665291
1.61933	0.000666293
1.62133	0.000667294
1.62333	0.000668296
1.62533	0.000669297
1.62733	0.000670299
1.62933	0.0006713
1.63133	0.000672301
1.63333	0.000673301
1.63533	0.000674302
1.63733	0.000675302
1.63933	0.000676303
1.64133	0.000677303
1.64333	0.000678303
1.64533	0.000679303
1.64733	0.000680302
1.64933	0.000681302
1.65133	0.000682301
1.65333	0.0006833
1.65533	0.000684299
1.65733	0.000685297
1.65933	0.000686296
1.66133	0.000687294
1.66333	0.000688293
1.66533	0.000689291
1.66733	0.000690288
1.66933	0.000691286
1.67133	0.000692284
1.67333	0.000693281
1.67533	0.000694278
1.67733	0.000695275
1.67933	0.000696272
1.68133	0.000697268
1.68333	0.000698265
1.68533	0.000699261
1.68733	0.000700257
1.68933	0.000701253
1.69133	0.000702248
1.69333	0.000703244
1.69533	0.000704239
1.69733	0.000705234
1.69933	0.000706229
1.70133	0.000707224
1.70333	0.000708218
1.70533	0.000709213
1.70733	0.000710207
1.70933	0.000711201
1.71133	0.000712195
1.71333	0.000713188
1.71533	0.000714182
1.71733	0.000715175
1.71933	0.000716168
1.72133	0.000717161
1.72333	0.000718153
1.72533	0.000719146
1.72733	0.000720138
1.72933	0.00072113
1.73133	0.000722122
1.73333	0.000723113
1.73533	0.000724105
1.73733	0.000725096
1.73933	0.000726087
1.74133	0.000727078
1.74333	0.000728069
1.74533	0.000729059
1.74733	0.000730049
1.74933	0.000731039
1.75133	0.000732029
1.75333	0.000733019
1.75533	0.000734008
1.75733	0.000734998
1.75933	0.000735987
1.76133	0.000736975
1.76333	0.000737964
1.76533	0.000738952
1.76733	0.000739941
1.76933	0.000740929
1.77133	0.000741916
1.77333	0.000742904
1.77533	0.000743891
1.77733	0.000744879
1.77933	0.000745865
1.78133	0.000746852
1.78333	0.000747839
1.78533	0.000748825
1.78733	0.000749811
1.78933	0.000750797
1.79133	0.000751783
1.79333	0.000752768
1.79533	0.000753753
1.79733	0.000754738
1.79933	0.000755723
1.80133	0.000756708
1.80333	0.000757692
1.80533	0.000758676
1.80733	0.00075966
1.80933	0.000760644
1.81133	0.000761628
1.81333	0.000762611
1.81533	0.000763594
1.81733	0.000764577
1.81933	0.00076556
1.82133	0.000766542
1.82333	0.000767524
1.82533	0.000768506
1.82733	0.000769488
1.82933	0.000770469
1.83133	0.000771451
1.83333	0.000772432
1.83533	0.000773413
1.83733	0.000774393
1.83933	0.000775374
1.84133	0.000776354
1.84333	0.000777334
1.84533	0.000778313
1.84733	0.000779293
1.84933	0.000780272
1.85133	0.000781251
1.85333	0.00078223
1.85533	0.000783208
1.85733	0.000784187
1.85933	0.000785165
1.86133	0.000786143
1.86333	0.00078712
1.86533	0.000788098
1.86733	0.000789075
1.86933	0.000790052
1.87133	0.000791029
1.87333	0.000792005
1.87533	0.000792981
1.87733	0.000793957
1.87933	0.000794933
1.88133	0.000795909
1.88333	0.000796884
1.88533	0.000797859
1.88733	0.000798834
1.88933	0.000799808
1.89133	0.000800783
1.89333	0.000801757
1.89533	0.00080273
1.89733	0.000803704
1.89933	0.000804677
1.90133	0.00080565
1.90333	0.000806623
1.90533	0.000807596
1.90733	0.000808568
1.90933	0.00080954
1.91133	0.000810512
1.91333	0.000811484
1.91533	0.000812455
1.91733	0.000813427
1.91933	0.000814397
1.92133	0.000815368
1.92333	0.000816339
1.92533	0.000817309
1.92733	0.000818279
1.92933	0.000819248
1.93133	0.000820218
1.93333	0.000821187
1.93533	0.000822156
1.93733	0.000823124
1.93933	0.000824093
1.94133	0.000825061
1.94333	0.000826029
1.94533	0.000826996
1.94733	0.000827964
1.94933	0.000828931
1.95133	0.000829898
1.95333	0.000830864
1.95533	0.000831831
1.95733	0.000832797
1.95933	0.000833763
1.96133	0.000834728
1.96333	0.000835694
1.96533	0.000836659
1.96733	0.000837623
1.96933	0.000838588
1.97133	0.000839552
1.97333	0.000840516
1.97533	0.00084148
1.97733	0.000842444
1.97933	0.000843407
1.98133	0.00084437
1.98333	0.000845332
1.98533	0.000846295
1.98733	0.000847257
1.98933	0.000848219
1.99133	0.000849181
1.99333	0.000850142
1.99533	0.000851103
1.99733	0.000852064
2	0.000853345

